8.00
10/Sep/2025	14:53:39	8000
2.00	8.00

Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6	Channel 7	Channel 8	Channel 9	Channel 10	Channel 11	Channel 12	Channel 13	Channel 14	Channel 15	Channel 16	Channel 17	Channel 18	Channel 19	Channel 20
171050.765625	90182.1640625	-398.139373779297	72.3192672729492	93.8547973632812	-487.379821777344	198.103500366211	-142.964584350586	223.239776611328	-65.7898101806641	-108.837631225586	355.37841796875	-234.385162353516	582.400329589844	341.458312988281	46.9084739685059	95.9448318481445	70.9729843139648	-38.8636169433594	-15.3135251998901
219332.328125	127354.0625	-485.662475585938	3.39123249053955	136.828262329102	-477.219146728516	140.72785949707	-164.452514648438	227.888397216797	-78.6158142089844	-121.652450561523	349.838623046875	-259.66845703125	587.733581542969	357.408020019531	57.9634552001953	144.452926635742	61.7580680847168	-31.7243556976318	-28.5072650909424
283467.875	176077.859375	-576.965454101562	-104.7177734375	126.615501403809	-443.880035400391	145.007171630859	-191.931137084961	240.881851196289	-90.9833984375	-182.986724853516	350.301666259766	-282.170471191406	584.285522460938	395.890045166016	23.3256587982178	145.148559570312	36.2903900146484	-53.806339263916	-44.0610961914062
352786.90625	243123.390625	-605.631103515625	-164.432098388672	93.8830795288086	-394.283447265625	99.4893112182617	-185.354644775391	271.974517822266	-68.138801574707	-190.8896484375	310.171630859375	-279.535980224609	574.70947265625	391.092559814453	52.4698524475098	134.852661132812	31.4561710357666	-56.1494293212891	-1.64722621440887
437003.21875	317343.71875	-638.044555664062	-205.077392578125	125.154525756836	-359.506164550781	114.940895080566	-204.336380004883	325.190399169922	-71.2510223388672	-198.777984619141	282.337554931641	-271.363067626953	607.197937011719	349.139556884766	80.90185546875	126.018356323242	21.6615238189697	-50.4802322387695	-9.60231399536133
511026	420163.15625	-679.118347167969	-264.647766113281	125.895011901855	-293.0673828125	167.265365600586	-227.904861450195	334.369415283203	-68.4959030151367	-254.439498901367	276.278259277344	-239.175277709961	629.685607910156	366.829162597656	82.242431640625	133.223754882812	1.57943224906921	-80.6263275146484	-41.0381278991699
524437.375	508082.09375	-638.627380371094	-247.806091308594	139.051498413086	-259.687835693359	223.383636474609	-230.802032470703	379.722503662109	-75.2205200195312	-254.300170898438	226.516311645508	-197.777893066406	604.323547363281	399.335083007812	99.2023010253906	124.650100708008	31.1133823394775	-86.6384048461914	-53.5175857543945
520248.96875	517663.8125	-591.423645019531	-266.07421875	159.778076171875	-248.283966064453	368.449096679688	-244.980163574219	422.104705810547	-99.8359832763672	-263.155975341797	202.527420043945	-198.801803588867	623.890625	407.757049560547	76.3951416015625	143.829940795898	16.4769115447998	-94.1383514404297	-80.8357467651367
523007.84375	513641.40625	-494.307525634766	-304.141845703125	143.361724853516	-174.071899414062	445.176727294922	-242.217987060547	448.264923095703	-92.4134292602539	-298.383697509766	202.305923461914	-182.601516723633	634.991088867188	393.334533691406	120.868606567383	144.975158691406	14.2229175567627	-96.1117172241211	-98.4775314331055
521131.75	516887.625	-407.931640625	-338.749755859375	144.95751953125	-58.2260437011719	488.227508544922	-240.181945800781	498.416931152344	-126.522880554199	-294.123138427734	177.63542175293	-170.516464233398	634.968688964844	389.429168701172	150.383102416992	135.405349731445	45.6681976318359	-74.1587524414062	-116.793388366699
522238.53125	514299.34375	-328.9501953125	-357.19775390625	142.533432006836	10.7878532409668	496.944458007812	-217.909301757812	510.243133544922	-155.926849365234	-302.484375	163.738891601562	-164.517333984375	648.704650878906	409.804656982422	99.5637130737305	169.858428955078	26.5801658630371	-102.857353210449	-112.244117736816
521744.75	516086.03125	-197.350067138672	-291.932037353516	144.215377807617	40.3965759277344	416.237213134766	-216.669128417969	530.982055664062	-153.750518798828	-289.197052001953	151.078948974609	-146.127014160156	676.447509765625	415.754302978516	117.093063354492	154.967620849609	33.415584564209	-109.446006774902	-106.287498474121
521782.625	515025.09375	-91.9686050415039	-217.180526733398	120.120063781738	134.111358642578	389.158477783203	-221.48030090332	570.859375	-196.789474487305	-285.067260742188	187.165664672852	-181.493118286133	691.348937988281	425.990386962891	89.2270660400391	153.062835693359	53.6113815307617	-101.325622558594	-108.739128112793
522008.40625	515421.53125	33.4284782409668	-88.5934600830078	79.1365509033203	221.197814941406	341.474456787109	-198.399856567383	574.373046875	-209.390472412109	-306.695037841797	180.298583984375	-188.291961669922	664.070922851562	454.967468261719	63.6421394348145	174.189270019531	57.8253211975098	-107.179557800293	-97.9506683349609
521670	515470.15625	178.589965820312	49.5610656738281	30.5465602874756	271.017669677734	303.865142822266	-184.86604309082	543.522583007812	-209.399719238281	-299.298431396484	122.654525756836	-188.734741210938	685.485656738281	473.527496337891	82.6197509765625	174.577301025391	20.6732521057129	-95.8787536621094	-72.1078948974609
