trace,source,receiver,offset,cmp,file,shot
1,44.0,1.0,1.0,44.0,3007.dat,3007
2,44.0,1.0,1.0,44.0,3008.dat,3008
3,44.0,3.0,3.0,44.0,3008.dat,3008
4,44.0,3.0,3.0,44.0,3009.dat,3009
5,44.0,5.0,5.0,44.0,3009.dat,3009
6,44.0,7.0,7.0,44.0,3010.dat,3010
