trace,source,receiver,offset,cmp,file,shot
1,4.0,1.0,1.0,4.0,3027.dat,3027
2,4.0,1.0,1.0,4.0,3028.dat,3028
3,4.0,3.0,3.0,4.0,3028.dat,3028
4,4.0,3.0,3.0,4.0,3029.dat,3029
5,4.0,5.0,5.0,4.0,3028.dat,3028
6,4.0,5.0,5.0,4.0,3029.dat,3029
7,4.0,7.0,7.0,4.0,3029.dat,3029
8,4.0,7.0,7.0,4.0,3030.dat,3030
9,4.0,9.0,9.0,4.0,3029.dat,3029
10,4.0,9.0,9.0,4.0,3030.dat,3030
11,4.0,11.0,11.0,4.0,3030.dat,3030
12,4.0,13.0,13.0,4.0,3030.dat,3030
