44.00
10/Sep/2025	14:53:39	8000
2.00	44.00

Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6
256574.546875	516760.46875	-249.314117431641	178.270950317383	-119.245147705078	-340.671051025391
224535	516486.46875	-94.0702590942383	228.128005981445	-167.478713989258	-315.397003173828
205255.203125	516295.125	154.229858398438	160.997711181641	-202.326232910156	-354.300384521484
192272.421875	517064.59375	452.487518310547	258.361846923828	-221.703964233398	-346.337677001953
201442.859375	516491.21875	897.978515625	-578.643798828125	-254.710205078125	-324.675567626953
212173.09375	517009.53125	1305.32775878906	-1725.19250488281	-312.331481933594	-356.203948974609
227593.703125	516683.90625	1532.38220214844	-2059.091796875	-340.561370849609	-382.813232421875
249643.375	516652.1875	1155.12829589844	-2208.44409179688	-380.841247558594	-330.083801269531
274252.3125	516636.09375	-2329.3876953125	-670.083557128906	-400.642761230469	-295.977722167969
310871.46875	516994.40625	-7772.43212890625	-741.503845214844	-437.089569091797	-278.7548828125
382946.21875	516910.5625	-12362.603515625	-752.658630371094	-466.413391113281	-222.15837097168
484877.9375	516898.6875	-15320.1416015625	-136.173904418945	-459.117065429688	-218.108657836914
522764.5	517357.21875	-15480.466796875	-5181.01806640625	-480.145812988281	-213.47673034668
514675.6875	516292.09375	-15498.5166015625	-6008.30810546875	-484.785278320312	-176.020523071289
518764.84375	517921.84375	-16651.53515625	-2827.953125	-478.721862792969	-150.672973632812
516882.28125	516074.03125	-17981.521484375	-1819.22302246094	-466.292236328125	-128.391967773438
517423.3125	517459.53125	-16412.6640625	1648.25	-468.418029785156	-104.332542419434
518370.71875	517468.34375	-9234.35546875	-987.336608886719	-436.182006835938	-118.342056274414
517880.28125	515068.96875	-2929.38818359375	-8386.189453125	-352.712097167969	-122.462715148926
518254.125	520645.90625	18.3768939971924	-8872.873046875	-323.051391601562	-136.554321289062
518590.96875	511552.96875	1504.90649414062	-2557.40795898438	-278.644073486328	-215.969863891602
517557.6875	523964.71875	1833.57739257812	10464.9921875	-197.141708374023	-235.681488037109
518818.53125	508519.71875	5317.36328125	24163.345703125	-141.35285949707	-275.861358642578
518133.40625	529577.625	10532.119140625	26060.337890625	-67.9196472167969	-359.126831054688
517103.84375	429159.34375	12544.9501953125	14545.2529296875	37.6211128234863	-395.940277099609
520795.25	-122060.484375	13119.265625	-4978.19140625	163.380035400391	-442.973693847656
513769.6875	-522966.15625	13567.5185546875	-25774.84765625	282.598541259766	-458.528472900391
523692.59375	-511956.46875	14439.435546875	-39979.68359375	358.539520263672	-471.379119873047
512022.34375	-517722.28125	17242.326171875	-44654.05859375	448.799591064453	-496.839538574219
522675.5	-519032.40625	20226.875	-40557.8671875	568.375732421875	-468.464324951172
516681.9375	-513603.09375	21535.4609375	-30181.171875	698.081237792969	-453.713439941406
513614.65625	-520628.46875	20571.720703125	-19830.6171875	800.28857421875	-431.511535644531
520910.34375	-513930.28125	18033.796875	-12948.3095703125	865.846008300781	-366.14794921875
32115.302734375	-519096.03125	15250.587890625	-9568.0576171875	989.99951171875	-340.188812255859
