0.00
10/Sep/2025	14:53:39	8000
2.00	0.00

Channel 1	Channel 2	Channel 3	Channel 4
382528.4375	317733.46875	-94047.546875	151226.515625
363434.84375	253314.453125	-83658.546875	157268.609375
345217.71875	187961.84375	-76656.078125	162940.578125
330032.75	122558.8125	-72520.578125	167806.546875
316577.03125	59996.47265625	-70464.828125	171303.203125
299968.34375	1252.79846191406	-69742.8515625	173082.859375
276995.25	-50687.265625	-69716.8125	173009.40625
249421.84375	-94439.2109375	-69871.140625	171006.28125
220846.09375	-128254.5546875	-69944.3203125	167122.140625
196186.609375	-150426.28125	-69635.125	161509.953125
178979.046875	-160207.796875	-68863.8984375	154538.6875
168496.65625	-156803.40625	-67663.984375	146586.0625
161988.765625	-140062.984375	-65978.984375	137923.375
153867.484375	-110279.5546875	-63880.3359375	128669.3515625
141731.546875	-67316.1171875	-61297.578125	118999.1328125
126236.3515625	-14124.53515625	-58090.94140625	109341.90625
107185.4453125	50592.63671875	-54093.359375	99976.1640625
87361.859375	122642.3671875	-49156.84765625	91014.0234375
69551.2265625	202800.40625	-43181.62109375	82544.8671875
56368.91796875	288608.375	-36099.65625	74565.1953125
49867.1328125	375273	-28026.55859375	66936.53125
50059.05859375	470472.21875	-18927.125	59527.5390625
56128.75	522273.15625	-8764.5302734375	52207.75
64415.1875	520307.6875	2394.46020507812	44760.73828125
70207.6640625	520759.34375	14564.5537109375	37170.8515625
71010.609375	521342.46875	27724.712890625	29489.92578125
65722.1171875	520347.625	41745.55078125	21577.05859375
56994.83203125	521429.34375	56338.99609375	13398.5830078125
51438.77734375	520498.6875	71178.1953125	4791.20166015625
53578.6015625	521127.46875	85681.9921875	-4638.52392578125
64019.53125	520750.40625	99222.828125	-15138.8173828125
79822.9921875	520859.96875	111347.2421875	-27095.736328125
95458.703125	520948.0625	121639.8203125	-40752.87890625
106306.625	520772.1875	130043.671875	-56108.22265625
112127.0234375	520985.25	136611.921875	-73202.8515625
117413.5078125	520790.34375	141294.15625	-91966.7734375
127877.90625	520898.0625	144305.15625	-112286.5234375
147043.90625	520894.125	145882.234375	-133870.0625
174272.109375	520720.125	146053.8125	-156290.28125
205197.921875	521129.53125	145036.609375	-179050.625
234287.046875	520623.625	142936.1875	-201620.265625
257323.671875	521365.71875	139858.1875	-223361.640625
274050.34375	520725.625	136104.859375	-243564.203125
287686.59375	521217.78125	131599.828125	-261568.21875
302634.4375	521388.5	126396.0703125	-276612.375
322594.03125	520199.90625	120677.765625	-288184.5
348120.34375	523619.75	114476.7109375	-295977.875
377345.75	488135	107943.0703125	-299749.46875
405323.40625	411721.71875	101111.5234375	-299479
428161.125	338188.9375	94181.5546875	-295171.3125
444914.5625	263215.90625	87428.9921875	-287000.875
456407.34375	187341.9375	81013.09375	-275303.03125
467706.4375	112814.6171875	75188.3671875	-260434.96875
481357.25	37571.33203125	70011.8984375	-242943.140625
501129.53125	-35880.2265625	65524.48828125	-223292.046875
518039.625	-108167.3828125	61697.3203125	-201900.1875
520985.65625	-178735.4375	58227.16015625	-179279.765625
520166.09375	-247180.4375	54894.4140625	-155749.40625
520394.03125	-313876.0625	51516.1484375	-131716.171875
520945.78125	-376814.28125	47962.7265625	-107557.8125
511581.34375	-435480.8125	44239.0703125	-83372.4375
489722.3125	-493412.21875	40294.08203125	-59421.19921875
469845.125	-522257.03125	36170.58203125	-36106.9609375
452079.40625	-520742.65625	32011.25390625	-13856.3115234375
434523.09375	-521111.28125	27912.4375	6961.7451171875
416409.8125	-521260.34375	24108.49609375	26122.990234375
395267.0625	-520714.0625	20821.80078125	43449.86328125
370690.59375	-521268.59375	18135.11328125	58874.234375
342274.625	-520751.59375	16196.78125	72288.859375
311875.65625	-521083.5625	15176.97265625	83458.25
280173.34375	-520914.21875	15255.6904296875	92325.6328125
248712.6875	-520906.78125	16541.140625	98979.6953125
220317.5625	-520994.53125	19030.26953125	103518.1328125
195924.65625	-520886.78125	22716.45703125	106230.5078125
