4.00
10/Sep/2025	14:53:39	8000
2.00	4.00

Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6	Channel 7	Channel 8	Channel 9	Channel 10	Channel 11	Channel 12
517260.40625	522830.65625	236.813980102539	9.19124794006348	-266.454467773438	-284.123199462891	-449.233032226562	-26.841178894043	-221.47673034668	-148.837295532227	-296.118957519531	-165.505752563477
516432.46875	523097.625	254.380859375	-289.345550537109	-262.671539306641	-186.123641967773	-462.247009277344	-1.95009243488312	-226.980117797852	-188.51969909668	-316.784332275391	-207.922958374023
516960.25	523084	247.383453369141	-552.002502441406	-232.550186157227	-116.008224487305	-455.336456298828	46.3160858154297	-223.445785522461	-198.338684082031	-316.375518798828	-204.620834350586
517697.375	522957.375	208.971740722656	-629.639770507812	-272.751129150391	-62.0204391479492	-432.229553222656	67.9804229736328	-214.537857055664	-193.348785400391	-298.553802490234	-224.334594726562
515095.9375	523330.84375	177.387725830078	-558.894165039062	-287.063903808594	12.1937885284424	-425.564544677734	84.2546081542969	-193.732650756836	-188.413177490234	-324.321899414062	-246.169296264648
519377.75	522717.96875	201.069320678711	-377.677001953125	-270.317779541016	61.5865936279297	-401.504364013672	96.4562454223633	-191.240600585938	-168.507278442383	-304.219573974609	-262.719848632812
514621.21875	523448.25	-232.570327758789	-344.321624755859	-295.559844970703	99.1453018188477	-379.896301269531	115.419052124023	-201.034591674805	-191.156066894531	-283.084686279297	-302.071838378906
517583.625	522841.125	-976.404541015625	-941.56689453125	-267.250549316406	149.341491699219	-364.22314453125	120.687408447266	-197.137344360352	-173.210784912109	-272.3779296875	-323.700988769531
519335.90625	522993.84375	-1296.2275390625	-2251.52563476562	-254.123992919922	193.96891784668	-326.311248779297	113.824409484863	-174.245803833008	-147.124633789062	-234.515029907227	-335.21630859375
509585.59375	523642.75	-1903.53186035156	-4324.7333984375	-277.040405273438	187.810028076172	-280.537658691406	130.533081054688	-148.111053466797	-190.622131347656	-246.302688598633	-331.091278076172
