trace,source,receiver,offset,cmp,file,shot
1,0.0,1.0,1.0,0.0,3029.dat,3029
2,0.0,1.0,1.0,0.0,3030.dat,3030
3,0.0,3.0,3.0,0.0,3030.dat,3030
4,0.0,5.0,5.0,0.0,3030.dat,3030
